PART_NUM,DEAL_REG_GROUP,START_DATE,END_DATE,ADD_DATE,MODIFIED_DATE
SAPT002939,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002940,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002941,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002942,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002943,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002944,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002945,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002946,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002947,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002948,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002949,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002950,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002953,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002954,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002955,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002956,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002957,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002958,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002959,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002960,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002961,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002962,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002963,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002964,Access Management,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000272,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000273,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000274,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000275,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000278,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000279,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000280,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000281,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000282,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000283,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000284,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000285,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000286,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000311,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000312,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000313,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000314,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000315,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000316,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000317,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000318,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000319,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000320,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000321,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT000322,Cloud Information,10/9/18,12/31/99,2019-01-15-21.30.20.000000,2019-01-15-21.30.20.000000
SAPT002886,Master Data Controls,10/9/18,12/31/99,2018-11-29-21.30.18.000000,2018-11-29-21.30.18.000000
SAPT002886,Master Data Controls,10/9/2018,12/31/9999,11/29/2018 9:30:18 PM,11/29/2018 9:30:18 PM
SAPT002887,Master Data Controls,10/9/18,12/31/99,2018-11-29-21.30.18.000000,2018-11-29-21.30.18.000000
SAPT002887,Master Data Controls,10/9/2018,12/31/9999,11/29/2018 9:30:18 PM,11/29/2018 9:30:18 PM
SAPT002888,Master Data Controls,10/9/18,12/31/99,2018-11-29-21.30.18.000000,2018-11-29-21.30.18.000000
SAPT002888,Master Data Controls,10/9/2018,12/31/9999,11/29/2018 9:30:18 PM,11/29/2018 9:30:18 PM
SAPT001352,Integration Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000061,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000062,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000063,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000089,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000090,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000091,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000178,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000179,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000180,Connection Consulting,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000001,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000002,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000398,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000399,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000400,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000401,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000402,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000403,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000413,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000414,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000415,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000416,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000417,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000418,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000433,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000434,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000435,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 2:11:33 PM,10/2/2018 2:11:33 PM
SAPT000436,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000437,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000438,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000701,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000702,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000703,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000704,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000705,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000706,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000707,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000708,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000709,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000710,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000711,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000712,Engineering Consulting,6/15/2018,12/31/9999,10/2/2018 4:15:05 PM,10/2/2018 4:15:05 PM
SAPT000713,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000714,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000715,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000716,Engineering Consulting,6/15/2018,12/31/9999,10/24/2018 12:19:18 PM,10/24/2018 12:19:18 PM
SAPT000173,Suite of Talent,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000174,Suite of Talent,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000175,Suite of Talent,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000176,Suite of Talent,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000064,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000065,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000066,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000067,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000068,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000069,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000070,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000071,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000072,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000073,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000074,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000075,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000076,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000077,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000078,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000079,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000080,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000081,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000082,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000083,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000084,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000085,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000086,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000087,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000088,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000092,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000093,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000094,Legacy Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000259,Legacy Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000260,Legacy Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000220,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000221,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000222,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000223,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000224,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000392,Mobile Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000393,Mobile Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000394,Mobile Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000395,Mobile Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000396,Mobile Offerings,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT002319,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002320,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002321,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002322,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002323,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002324,Mobile Offerings,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT002876,Mobile Offerings,9/25/18,12/25/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT002877,Mobile Offerings,9/26/18,12/26/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT002878,Mobile Offerings,9/29/18,12/29/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT002879,Mobile Offerings,9/30/18,12/30/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT002880,Mobile Offerings,9/27/18,12/27/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT002881,Mobile Offerings,9/28/18,12/28/99,2018-11-14-21.30.36.000000,2018-11-14-21.30.36.000000
SAPT000389,Marketing Insights,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT001342,Marketing Insights,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT000204,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000205,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000206,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000207,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000208,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT000209,Absolute on Cloud,10/9/18,12/31/99,2018-12-27-21.30.21.000000,2018-12-27-21.30.21.000000
SAPT001044,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001045,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001046,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001047,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001048,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001049,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001050,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001051,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001052,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001053,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001054,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001055,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001056,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001057,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001058,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001059,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001060,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001061,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001062,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001063,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001064,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001065,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001066,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001067,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001068,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001069,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001070,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001071,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001072,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001073,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001074,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001075,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001076,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001077,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001078,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001079,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001080,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001081,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001082,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001083,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001084,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001085,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001086,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001087,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001088,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001089,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001090,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001091,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001092,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001093,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001094,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001095,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001096,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001097,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001098,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001099,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001100,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001101,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001102,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001103,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001104,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001105,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001106,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001107,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001108,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001109,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001110,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001111,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001112,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
SAPT001113,Dexterity Services,10/1/18,12/31/99,2018-11-15-21.30.38.000000,2018-11-15-21.30.38.000000
