PART_NUM,DEAL_REG_GROUP,START_DATE,END_DATE,ACTIVE_FLAG,ADD_DATE,MODIFIED_Date
SWPT005154,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005155,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005156,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005157,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005158,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005159,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005160,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005161,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005162,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005163,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005164,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005165,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005166,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005167,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005168,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005169,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005170,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005171,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005172,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005173,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005174,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005175,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005176,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005177,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005178,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005179,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005180,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005181,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005182,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005183,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005184,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005185,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005186,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005187,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005188,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005189,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005190,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005191,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005192,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005193,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005194,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005195,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005196,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005197,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005198,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005199,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005200,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005201,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005202,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005203,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005204,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005205,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005206,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005207,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005208,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005209,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005210,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005211,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005212,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005213,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005214,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005215,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005216,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005217,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005218,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005219,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005220,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005221,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005222,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005223,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005539,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005540,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005541,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005542,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005543,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005544,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005545,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005546,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005547,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005548,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005549,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005550,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005551,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005552,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005553,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005554,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005555,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005556,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005557,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005558,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005559,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005560,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005561,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005562,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005563,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005564,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005565,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005566,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005567,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005568,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005569,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005570,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005571,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005572,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005573,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005574,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005575,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005576,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005577,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005578,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005579,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005580,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005581,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005582,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005583,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005584,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005585,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005586,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005587,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005588,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005589,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005590,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005591,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005592,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005593,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005594,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005595,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005596,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005597,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005598,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005599,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005600,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005601,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005602,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005603,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005604,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005605,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005606,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005607,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005608,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005609,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005610,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005611,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005612,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005613,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005614,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005615,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005616,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005617,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005618,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005619,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005620,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005621,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005622,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005623,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005624,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005625,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005626,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005627,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005628,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005629,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005630,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005631,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005632,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005633,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005634,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005635,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005636,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005637,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005638,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005639,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005640,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005641,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005642,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005643,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
SWPT005644,Platform Services,6/14/2019 12:00:00 AM,8/13/2019 12:00:00 AM,N,7/11/2019 5:02:25 PM,8/13/2019 10:15:35 PM
